year;country;desc country;commodity group;main commercial species;ers code;english name;volume(kg);weight;value(eur)
2011;DE;Germany;Freshwater fish;Eel;ELE;European eel;660000;Live weight;8568000
2011;DE;Germany;Freshwater fish;Carp;FCP;Common carp;5082000;Live weight;11175000
2011;DE;Germany;Freshwater fish;Pike;FPI;Northern pike;47000;Live weight;249000
2011;DE;Germany;Freshwater fish;Pike-perch;FPP;Pike-perch;39000;Live weight;427000
2011;DE;Germany;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;1696000;Live weight;3387000
2011;DE;Germany;Salmonids;Trout;LAT;Lake trout(=Char);10062000;Live weight;33554000
2011;DE;Germany;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;20830000;Live weight;28707000
2011;DE;Germany;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;202000;Live weight;1012000
2011;DE;Germany;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;40000;Live weight;160000
2011;DK;Denmark;Salmonids;Other salmonids;ACH;Arctic char;230000;Live weight;959000
2011;DK;Denmark;Freshwater fish;Eel;ELE;European eel;1137000;Live weight;10388000
2011;DK;Denmark;Freshwater fish;Pike-perch;FPP;Pike-perch;66000;Live weight;777000
2011;DK;Denmark;Salmonids;Trout;LAT;Lake trout(=Char);29885000;Live weight;83623000
2011;DK;Denmark;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;540000;Live weight;269000
2011;DK;Denmark;Salmonids;Salmon;SAL;Atlantic salmon;10000;Live weight;54000
2011;DK;Denmark;Flatfish;Turbot;SOT;Spottail spiny turbot;5000;Live weight;355000
2011;EE;Estonia;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;1000;Live weight;75000
2011;EE;Estonia;Freshwater fish;Eel;ELE;European eel;2000;Live weight;16000
2011;EE;Estonia;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;0;Live weight;0
2011;EE;Estonia;Freshwater fish;Carp;FCC;Crucian carp;0;Live weight;0
2011;EE;Estonia;Freshwater fish;Carp;FCG;Grass carp(=White amur);0;Live weight;0
2011;EE;Estonia;Freshwater fish;Carp;FCP;Common carp;46000;Live weight;127000
2011;EE;Estonia;Freshwater fish;Other freshwater fish;FPE;European perch;0;Live weight;0
2011;EE;Estonia;Freshwater fish;Pike;FPI;Northern pike;0;Live weight;0
2011;EE;Estonia;Freshwater fish;Other freshwater fish;FRO;Roach;0;Live weight;0
2011;EE;Estonia;Freshwater fish;Other freshwater fish;FTE;Tench;0;Live weight;1000
2011;EE;Estonia;Salmonids;Salmon;SAL;Atlantic salmon;2000;Live weight;8000
2011;EE;Estonia;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;13000;Live weight;89000
2011;EE;Estonia;Salmonids;Trout;TRR;Rainbow trout;334000;Live weight;1320000
2011;EE;Estonia;Salmonids;Trout;TRS;Sea trout;21000;Live weight;48000
2011;EL;Greece;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;95000;Live weight;1408000
2011;EL;Greece;Other marine fish;Seabass, European;BSS;European seabass;37089000;Live weight;189844000
2011;EL;Greece;Other marine fish;Other marine fish;COB;Shi drum;1123000;Live weight;6352000
2011;EL;Greece;Salmonids;Salmon;COH;Coho(=Silver)salmon;2000;Live weight;15000
2011;EL;Greece;Other marine fish;Seabream, other;DEC;Common dentex;1000;Live weight;10000
2011;EL;Greece;Other marine fish;Other marine fish;DRU;Sciaenas nei;8000;Live weight;40000
2011;EL;Greece;Freshwater fish;Eel;ELE;European eel;304000;Live weight;3760000
2011;EL;Greece;Freshwater fish;Carp;FCP;Common carp;49000;Live weight;173000
2011;EL;Greece;Crustaceans;Shrimp, warmwater;KUP;Kuruma prawn;1000;Live weight;11000
2011;EL;Greece;Other marine fish;Other marine fish;MGR;Meagre;582000;Live weight;2707000
2011;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;MOL;Marine molluscs nei;0;Live weight;1000
2011;EL;Greece;Other marine fish;Other marine fish;MUF;Flathead grey mullet;390000;Live weight;1044000
2011;EL;Greece;Other marine fish;Other marine fish;MZZ;Marine fishes nei;181000;Live weight;590000
2011;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;1000;Live weight;3000
2011;EL;Greece;Other marine fish;Seabream, other;PAC;Common pandora;1000;Live weight;3000
2011;EL;Greece;Other marine fish;Seabream, other;RPG;Red porgy;347000;Live weight;2059000
2011;EL;Greece;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;51309000;Live weight;253304000
2011;EL;Greece;Other marine fish;Seabream, other;SHR;Sharpsnout seabream;202000;Live weight;1192000
2011;EL;Greece;Flatfish;Sole, common;SOL;Common sole;2000;Live weight;19000
2011;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Clam;SVE;Striped venus;1000;Live weight;3000
2011;EL;Greece;Other marine fish;Seabream, other;SWA;White seabream;24000;Live weight;132000
2011;EL;Greece;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;20000;Live weight;782000
2011;EL;Greece;Salmonids;Trout;TRR;Rainbow trout;2389000;Live weight;6438000
2011;ES;Spain;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;113000;Live weight;932000
2011;ES;Spain;Other marine fish;Seabream, other;AAB;Twobar seabream;246000;Live weight;1939000
2011;ES;Spain;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;0;Live weight;1800000
2011;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABF;Red abalone;705000;Live weight;3427000
2011;ES;Spain;Crustaceans;Shrimp, warmwater;ABS;Northern brown shrimp;36000;Live weight;922000
2011;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;1509000;Live weight;12218000
2011;ES;Spain;Other marine fish;Other marine fish;AGD;Sharktooth moray;1165000;Live weight;4192000
2011;ES;Spain;Other marine fish;Smelt;AHH;Mediterranean sand smelt;1000;Live weight;2000
2011;ES;Spain;Crustaceans;Shrimp, miscellaneous;AKS;Akiami paste shrimp;104000;Live weight;276000
2011;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;APL;Aquatic plants nei;0;Live weight;100000
2011;ES;Spain;Freshwater fish;Carp;BIC;Bighead carp;3000;Live weight;1000
2011;ES;Spain;Other marine fish;Seabass, European;BSS;European seabass;17548000;Live weight;87256000
2011;ES;Spain;Flatfish;Sole, other;CET;Wedge sole;150000;Live weight;1661000
2011;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;1755000;Live weight;5586000
2011;ES;Spain;Freshwater fish;Eel;ELE;European eel;434000;Live weight;4158000
2011;ES;Spain;Salmonids;Trout;LAT;Lake trout(=Char);16547000;Live weight;42058000
2011;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;208583000;Live weight;112402000
2011;ES;Spain;Cephalopods;Octopus;OCC;Common octopus;3000;Live weight;16000
2011;ES;Spain;Tuna and tuna-like species;Tuna, bluefin;PBF;Pacific bluefin tuna;2866000;Live weight;45465000
2011;ES;Spain;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;15118000;Live weight;74840000
2011;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;SCA;American sea scallop;2000;Live weight;12000
2011;ES;Spain;Flatfish;Turbot;SOT;Spottail spiny turbot;7337000;Live weight;48098000
2011;FI;Finland;Salmonids;Other salmonids;ACH;Arctic char;1211000;Live weight;9228000
2011;FI;Finland;Other marine fish;Other marine fish;AGD;Sharktooth moray;83000;Live weight;703000
2011;FI;Finland;Salmonids;Trout;LAT;Lake trout(=Char);9981000;Live weight;33174000
2011;FR;France;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;4021000;Live weight;11075000
2011;FR;France;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABF;Red abalone;1482000;Live weight;5477000
2011;FR;France;Crustaceans;Shrimp, warmwater;ABS;Northern brown shrimp;38000;Live weight;819000
2011;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;714000;Live weight;5398000
2011;FR;France;Salmonids;Other salmonids;ACH;Arctic char;726000;Live weight;2798000
2011;FR;France;Other marine fish;Other marine fish;AGD;Sharktooth moray;2368000;Live weight;16278000
2011;FR;France;Freshwater fish;Carp;BIC;Bighead carp;4200000;Live weight;4662000
2011;FR;France;Other marine fish;Seabass, European;BSS;European seabass;2241000;Live weight;14932000
2011;FR;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;84454000;Live weight;394750000
2011;FR;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;12763000;Live weight;22040000
2011;FR;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;52258000;Live weight;102036000
2011;FR;France;Salmonids;Salmon;SAL;Atlantic salmon;700000;Live weight;3150000
2011;FR;France;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;1390000;Live weight;7953000
2011;FR;France;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;200000;Live weight;600000
2011;FR;France;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;63000;Live weight;117000
2011;FR;France;Salmonids;Trout;TRO;Trouts nei;41000;Live weight;225000
2011;FR;France;Salmonids;Trout;TRR;Rainbow trout;30806000;Live weight;95209000
2011;FR;France;Salmonids;Trout;TRS;Sea trout;1079000;Live weight;8241000
2011;FR;France;Flatfish;Turbot;TUR;Turbot;300000;Live weight;3580000
2011;HU;Hungary;Freshwater fish;Carp;BIC;Bighead carp;13139000;Live weight;23435000
2011;HU;Hungary;Freshwater fish;Freshwater catfish;CLZ;North African catfish;1913000;Live weight;4451000
2011;HU;Hungary;Freshwater fish;Pike;FPI;Northern pike;83000;Live weight;383000
2011;HU;Hungary;Freshwater fish;Pike-perch;FPP;Pike-perch;46000;Live weight;326000
2011;HU;Hungary;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;407000;Live weight;654000
2011;HU;Hungary;Freshwater fish;Other freshwater fish;FTE;Tench;8000;Live weight;42000
2011;HU;Hungary;Salmonids;Trout;LAT;Lake trout(=Char);44000;Live weight;205000
2011;HU;Hungary;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;175000;Live weight;736000
2011;HU;Hungary;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;51000;Live weight;456000
2011;IE;Ireland;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;16000;Live weight;119000
2011;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABF;Red abalone;1000;Live weight;21000
2011;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;175000;Live weight;1053000
2011;IE;Ireland;Salmonids;Other salmonids;ACH;Arctic char;40000;Live weight;280000
2011;IE;Ireland;Miscellaneous aquatic products;Seaweed and other algae;APL;Aquatic plants nei;3000;Live weight;3000
2011;IE;Ireland;Salmonids;Salmon;CHE;Masu(=Cherry) salmon;12196000;Live weight;73295000
2011;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;7937000;Live weight;29655000
2011;IE;Ireland;Salmonids;Trout;LAT;Lake trout(=Char);1201000;Live weight;3933000
2011;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;22671000;Live weight;16226000
2011;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Scallop;SCA;American sea scallop;50000;Live weight;315000
2011;IT;Italy;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;1487000;Live weight;9468000
2011;IT;Italy;Other marine fish;Seabream, other;AAB;Twobar seabream;84000;Live weight;566000
2011;IT;Italy;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;43000;Live weight;314000
2011;IT;Italy;Crustaceans;Shrimp, warmwater;ABS;Northern brown shrimp;1000;Live weight;15000
2011;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;32276000;Live weight;126534000
2011;IT;Italy;Salmonids;Other salmonids;ACH;Arctic char;340000;Live weight;1569000
2011;IT;Italy;Other marine fish;Other marine fish;AGD;Sharktooth moray;756000;Live weight;4546000
2011;IT;Italy;Freshwater fish;Carp;BIC;Bighead carp;156000;Live weight;724000
2011;IT;Italy;Other marine fish;Seabass, European;BSS;European seabass;6672000;Live weight;55144000
2011;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;CHC;Choro mussel;79520000;Live weight;60257000
2011;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;43000;Live weight;227000
2011;IT;Italy;Freshwater fish;Eel;ELE;European eel;510000;Live weight;5688000
2011;IT;Italy;Freshwater fish;Pike;FPI;Northern pike;11000;Live weight;83000
2011;IT;Italy;Freshwater fish;Freshwater catfish;ITP;Channel catfish;104000;Live weight;301000
2011;IT;Italy;Salmonids;Trout;LAT;Lake trout(=Char);36275000;Live weight;93309000
2011;IT;Italy;Freshwater fish;Tilapia;OEA;Blue tilapia;10000;Live weight;30000
2011;IT;Italy;Tuna and tuna-like species;Tuna, bluefin;PBF;Pacific bluefin tuna;435000;Live weight;7835000
2011;IT;Italy;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;5508000;Live weight;36507000
2011;IT;Italy;Flatfish;Sole, common;SOL;Common sole;1000;Live weight;5000
2011;IT;Italy;Flatfish;Turbot;SOT;Spottail spiny turbot;0;Live weight;1200000
2011;LV;Latvia;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;56000;Live weight;220000
2011;LV;Latvia;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;0;Live weight;1552000
2011;LV;Latvia;Freshwater fish;Carp;BIC;Bighead carp;462000;Live weight;933000
2011;LV;Latvia;Freshwater fish;Pike;FPI;Northern pike;13000;Live weight;30000
2011;LV;Latvia;Freshwater fish;Pike-perch;FPP;Pike-perch;3000;Live weight;13000
2011;LV;Latvia;Salmonids;Trout;LAT;Lake trout(=Char);12000;Live weight;53000
2011;LV;Latvia;Freshwater fish;Tilapia;OEA;Blue tilapia;1000;Live weight;3000
2011;MT;Malta;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;1759000;Live weight;38594000
2011;MT;Malta;Other marine fish;Seabass, European;BSS;European seabass;54000;Live weight;564000
2011;MT;Malta;Other marine fish;Other marine fish;MZZ;Marine fishes nei;100000;Live weight;1620000
2011;MT;Malta;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;2159000;Live weight;10190000
2011;NL;Netherlands;Other marine fish;Other marine fish;AGD;Sharktooth moray;410000;Live weight;1199000
2011;NL;Netherlands;Freshwater fish;Freshwater catfish;CLZ;North African catfish;1620000;Live weight;1798000
2011;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;2680000;Live weight;3082000
2011;NL;Netherlands;Freshwater fish;Eel;ELE;European eel;2050000;Live weight;16503000
2011;NL;Netherlands;Freshwater fish;Pike-perch;FPP;Pike-perch;120000;Live weight;1258000
2011;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;36700000;Live weight;49376000
2011;NL;Netherlands;Flatfish;Turbot;TUR;Turbot;260000;Live weight;2002000
2011;PL;Poland;Crustaceans;Freshwater crayfish;AYS;Euro-American crayfishes nei;0;Live weight;0
2011;PL;Poland;Salmonids;Other salmonids;CHR;Chars nei;196000;Live weight;701000
2011;PL;Poland;Freshwater fish;Freshwater catfish;CLZ;North African catfish;162000;Live weight;415000
2011;PL;Poland;Freshwater fish;Carp;FCG;Grass carp(=White amur);405000;Live weight;924000
2011;PL;Poland;Freshwater fish;Carp;FCP;Common carp;17491000;Live weight;44063000
2011;PL;Poland;Freshwater fish;Pike;FPI;Northern pike;344000;Live weight;3902000
2011;PL;Poland;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;879000;Live weight;5259000
2011;PL;Poland;Freshwater fish;Other freshwater fish;FRX;Roaches nei;32000;Live weight;16000
2011;PL;Poland;Freshwater fish;Other freshwater fish;FTE;Tench;370000;Live weight;1153000
2011;PL;Poland;Salmonids;Salmon;SAL;Atlantic salmon;43000;Live weight;428000
2011;PL;Poland;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;263000;Live weight;1011000
2011;PL;Poland;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;385000;Live weight;5496000
2011;PL;Poland;Freshwater fish;Carp;SVC;Silver carp;362000;Live weight;523000
2011;PL;Poland;Salmonids;Trout;SVF;Brook trout;323000;Live weight;909000
2011;PL;Poland;Salmonids;Trout;TRO;Trouts nei;2467000;Live weight;6772000
2011;PL;Poland;Salmonids;Trout;TRR;Rainbow trout;10398000;Live weight;28637000
2011;PL;Poland;Salmonids;Trout;TRS;Sea trout;121000;Live weight;1438000
2011;PL;Poland;Salmonids;Other salmonids;WHF;Whitefishes nei;5000;Live weight;37000
2011;PT;Portugal;Other marine fish;Seabream, other;AAB;Twobar seabream;0;Live weight;4270000
2011;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABF;Red abalone;92000;Live weight;67000
2011;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;2339000;Live weight;26340000
2011;PT;Portugal;Other marine fish;Other marine fish;AGD;Sharktooth moray;16000;Live weight;97000
2011;PT;Portugal;Crustaceans;Shrimp, miscellaneous;AKS;Akiami paste shrimp;1000;Live weight;2000
2011;PT;Portugal;Other marine fish;Seabass, other;BSE;Seabasses nei;0;Live weight;0
2011;PT;Portugal;Other marine fish;Seabass, European;BSS;European seabass;460000;Live weight;2735000
2011;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;863000;Live weight;2411000
2011;PT;Portugal;Freshwater fish;Eel;ELE;European eel;1000;Live weight;4000
2011;PT;Portugal;Cephalopods;Cuttlefish;IAR;Pink cuttlefish;0;Live weight;84000
2011;PT;Portugal;Salmonids;Trout;LAT;Lake trout(=Char);1115000;Live weight;2597000
2011;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MYV;Mytilus mussels nei;250000;Live weight;117000
2011;PT;Portugal;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;828000;Live weight;4561000
2011;PT;Portugal;Flatfish;Sole, common;SOL;Common sole;4000;Live weight;49000
2011;PT;Portugal;Flatfish;Turbot;SOT;Spottail spiny turbot;3197000;Live weight;19294000
2011;RO;Romania;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;192000;Live weight;477000
2011;RO;Romania;Freshwater fish;Carp;BIC;Bighead carp;6374000;Live weight;9053000
2011;RO;Romania;Freshwater fish;Freshwater catfish;CLZ;North African catfish;72000;Live weight;137000
2011;RO;Romania;Freshwater fish;Pike;FPI;Northern pike;34000;Live weight;148000
2011;RO;Romania;Freshwater fish;Pike-perch;FPP;Pike-perch;42000;Live weight;100000
2011;RO;Romania;Salmonids;Trout;LAT;Lake trout(=Char);1710000;Live weight;6111000
2011;RO;Romania;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;1000;Live weight;2000
2011;RO;Romania;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;33000;Live weight;96000
2011;SE;Sweden;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;1000;Live weight;26000
2011;SE;Sweden;Salmonids;Other salmonids;ACH;Arctic char;1128000;Live weight;6446000
2011;SE;Sweden;Freshwater fish;Eel;ELE;European eel;90000;Live weight;826000
2011;SE;Sweden;Salmonids;Trout;LAT;Lake trout(=Char);10752000;Live weight;34249000
2011;SE;Sweden;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;1470000;Live weight;895000
2011;SI;Slovenia;Freshwater fish;Carp;BIC;Bighead carp;188000;Live weight;438000
2011;SI;Slovenia;Other marine fish;Seabass, European;BSS;European seabass;56000;Live weight;325000
2011;SI;Slovenia;Salmonids;Trout;LAT;Lake trout(=Char);611000;Live weight;1852000
2011;SI;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;438000;Live weight;250000
2011;SK;Slovakia;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;25000;Live weight;102000
2011;SK;Slovakia;Freshwater fish;Carp;BIC;Bighead carp;310000;Live weight;678000
2011;SK;Slovakia;Salmonids;Trout;LAT;Lake trout(=Char);578000;Live weight;1640000
2011;UK;United Kingdom;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;10000;Live weight;109000
2011;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABF;Red abalone;6000;Live weight;8000
2011;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;15000;Live weight;54000
2011;UK;United Kingdom;Salmonids;Other salmonids;ACH;Arctic char;13000;Live weight;79000
2011;UK;United Kingdom;Freshwater fish;Carp;BIC;Bighead carp;140000;Live weight;2118000
2011;UK;United Kingdom;Other marine fish;Seabass, European;BSS;European seabass;490000;Live weight;2541000
2011;UK;United Kingdom;Salmonids;Salmon;CHE;Masu(=Cherry) salmon;158310000;Live weight;678562000
2011;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;868000;Live weight;1238000
2011;UK;United Kingdom;Flatfish;Halibut, Atlantic;HAL;Atlantic halibut;83000;Live weight;575000
2011;UK;United Kingdom;Salmonids;Trout;LAT;Lake trout(=Char);12679000;Live weight;32974000
2011;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;MSX;Sea mussels nei;26158000;Live weight;20702000
2011;UK;United Kingdom;Freshwater fish;Tilapia;OEA;Blue tilapia;186000;Live weight;686000
2011;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Scallop;SCA;American sea scallop;11000;Live weight;39000
2011;LT;Lithuania;Freshwater fish;Carp;BIC;Bighead carp;25000;Live weight;54000
2011;LT;Lithuania;Freshwater fish;Carp;FCC;Crucian carp;9000;Live weight;12000
2011;LT;Lithuania;Freshwater fish;Carp;FCG;Grass carp(=White amur);31000;Live weight;70000
2011;LT;Lithuania;Freshwater fish;Carp;FCP;Common carp;2703000;Live weight;5539000
2011;LT;Lithuania;Freshwater fish;Pike;FPI;Northern pike;14000;Live weight;41000
2011;LT;Lithuania;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;52000;Live weight;371000
2011;LT;Lithuania;Freshwater fish;Other freshwater fish;FTE;Tench;0;Live weight;1000
2011;LT;Lithuania;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;43000;Live weight;215000
2010;FR;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;80649000;Live weight;346663000
2010;FR;France;Other marine fish;Seabass, European;BSS;European seabass;2337000;Live weight;17332000
2010;FR;France;Freshwater fish;Carp;BIC;Bighead carp;4200000;Live weight;4662000
2010;FR;France;Other marine fish;Other marine fish;AGD;Sharktooth moray;2076000;Live weight;13858000
2010;FR;France;Salmonids;Other salmonids;ACH;Arctic char;426000;Live weight;1871000
2010;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;1056000;Live weight;8056000
2010;FR;France;Crustaceans;Shrimp, warmwater;ABS;Northern brown shrimp;50000;Live weight;934000
2010;FR;France;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABF;Red abalone;1195000;Live weight;4294000
2010;FR;France;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;4002000;Live weight;10710000
2010;FI;Finland;Salmonids;Trout;LAT;Lake trout(=Char);10990000;Live weight;35292000
2010;FI;Finland;Other marine fish;Other marine fish;AGD;Sharktooth moray;58000;Live weight;51000
2010;FI;Finland;Salmonids;Other salmonids;ACH;Arctic char;723000;Live weight;5798000
2010;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;VSC;Variegated scallop;1000;Live weight;7000
2010;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;VEV;Warty venus;1000;Live weight;18000
2010;ES;Spain;Flatfish;Turbot;TUR;Turbot;6882000;Live weight;47690000
2010;ES;Spain;Salmonids;Trout;TRS;Sea trout;1000;Live weight;8000
2010;ES;Spain;Salmonids;Trout;TRR;Rainbow trout;17384000;Live weight;46506000
2010;ES;Spain;Crustaceans;Shrimp, warmwater;TGS;Caramote prawn;0;Live weight;6000
2010;ES;Spain;Other marine fish;Seabream, other;SWA;White seabream;1000;Live weight;2000
2010;ES;Spain;Flatfish;Sole, common;SOL;Common sole;97000;Live weight;1048000
2010;ES;Spain;Other marine fish;Seabream, other;SBR;Blackspot(=red) seabream;214000;Live weight;1863000
2010;ES;Spain;Freshwater fish;Other freshwater fish;SBH;Striped bass, hybrid;3000;Live weight;10000
2010;ES;Spain;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;20358000;Live weight;89469000
2010;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;175000;Live weight;1082000
2010;IE;Ireland;Freshwater fish;Other freshwater fish;FPE;European perch;24000;Live weight;180000
2010;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;21934000;Live weight;15590000
2010;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;219000;Live weight;877000
2010;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;6943000;Live weight;20300000
2010;IE;Ireland;Salmonids;Salmon;SAL;Atlantic salmon;15691000;Live weight;70586000
2010;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Scallop;SCE;Great Atlantic scallop;59000;Live weight;332000
2010;IE;Ireland;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;2000;Live weight;1000
2010;IE;Ireland;Salmonids;Trout;TRR;Rainbow trout;1102000;Live weight;3893000
2010;IT;Italy;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;1335000;Live weight;8530000
2010;IT;Italy;Other marine fish;Seabream, other;AAB;Twobar seabream;74000;Live weight;571000
2010;IT;Italy;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;14000;Live weight;98000
2010;IT;Italy;Crustaceans;Shrimp, warmwater;ABS;Northern brown shrimp;3000;Live weight;58000
2010;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;ACB;Inflated ark;35875000;Live weight;111997000
2010;IT;Italy;Salmonids;Other salmonids;ACH;Arctic char;366000;Live weight;1678000
2010;IT;Italy;Other marine fish;Other marine fish;AGD;Sharktooth moray;559000;Live weight;3154000
2010;IT;Italy;Crustaceans;Shrimp, miscellaneous;AKS;Akiami paste shrimp;4000;Live weight;15000
2010;IT;Italy;Freshwater fish;Carp;BIC;Bighead carp;182000;Live weight;861000
2010;IT;Italy;Other marine fish;Seabass, European;BSS;European seabass;6636000;Live weight;45421000
2010;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;CHC;Choro mussel;63347000;Live weight;39565000
2010;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;CSC;Hooded oyster;78000;Live weight;356000
2010;IT;Italy;Freshwater fish;Eel;ELE;European eel;641000;Live weight;6359000
2010;IT;Italy;Freshwater fish;Pike;FPI;Northern pike;6000;Live weight;42000
