year;country;desc country;commodity group;main commercial species;ers code;english name;volume(kg);weight;value(eur)
2023;BG;Bulgaria;Freshwater fish;Pike-perch;FPP;Pike-perch;25660;Live weight;120970
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;FTE;Tench;160;Live weight;100
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;HUH;Beluga;7590;Live weight;59140
2023;BG;Bulgaria;Freshwater fish;Freshwater catfish;ITP;Channel catfish;3970;Live weight;13190
2023;BG;Bulgaria;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;1096320;Live weight;1653620
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;PAM;Mississippi paddlefish;15320;Live weight;77550
2023;BG;Bulgaria;Crustaceans;Shrimp, warmwater;PNV;Whiteleg shrimp;22610;Live weight;385890
2023;BG;Bulgaria;Miscellaneous aquatic products;Seaweed and other algae;SIZ;Spirulina nei;7130;Live weight;130330
2023;BG;Bulgaria;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;77500;Live weight;358220
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;SRE;Rudd;250;Live weight;160
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;37040;Live weight;271580
2023;BG;Bulgaria;Freshwater fish;Carp;SVC;Silver carp;29640;Live weight;59860
2023;BG;Bulgaria;Salmonids;Trout;SVF;Brook trout;540;Live weight;3080
2023;BG;Bulgaria;Salmonids;Trout;TRR;Rainbow trout;4639550;Live weight;25216490
2023;BG;Bulgaria;Salmonids;Trout;TRS;Sea trout;10800;Live weight;59310
2023;HR;Croatia;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;3271540;Live weight;50525620
2023;HR;Croatia;Freshwater fish;Carp;BIC;Bighead carp;323000;Live weight;440250
2023;HR;Croatia;Other marine fish;Seabass, European;BSS;European seabass;8514990;Live weight;63189710
2023;HR;Croatia;Freshwater fish;Carp;FCG;Grass carp(=White amur);240720;Live weight;647540
2023;AT;Austria;Freshwater fish;Carp;BIC;Bighead carp;380;Live weight;2130
2023;AT;Austria;Salmonids;Other salmonids;CHR;Chars nei;486010;Live weight;5262970
2023;FR;France;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;2456890;Live weight;23708210
2023;FR;France;Miscellaneous aquatic products;Seaweed and other algae;SIZ;Spirulina nei;214000;Live weight;7680740
2023;FR;France;Salmonids;Other salmonids;SLX;Salmonoids nei;161170;Live weight;1781280
2023;FR;France;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;3540;Live weight;26520
2023;FR;France;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;128500;Live weight;869270
2023;FR;France;Salmonids;Trout;TRR;Rainbow trout;27409020;Live weight;138112420
2023;FR;France;Salmonids;Trout;TRS;Sea trout;277280;Live weight;2399350
2023;FR;France;Miscellaneous aquatic products;Seaweed and other algae;UDP;Wakame;110460;Live weight;488120
2023;DE;Germany;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;2000;Live weight;71660
2023;DE;Germany;Salmonids;Other salmonids;ACH;Arctic char;62000;Live weight;455450
2023;DE;Germany;Salmonids;Other salmonids;CHR;Chars nei;1610000;Live weight;8275160
2023;DE;Germany;Freshwater fish;Freshwater catfish;CLZ;North African catfish;372200;Live weight;1614980
2023;DE;Germany;Freshwater fish;Carp;CWG;Prussian carp;42400;Live weight;107780
2023;DE;Germany;Freshwater fish;Eel;ELE;European eel;1163000;Live weight;16316420
2023;DE;Germany;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;14800;Live weight;60430
2023;DE;Germany;Freshwater fish;Carp;FCC;Crucian carp;11500;Live weight;39300
2023;DE;Germany;Freshwater fish;Carp;FCG;Grass carp(=White amur);98600;Live weight;503750
2023;DE;Germany;Freshwater fish;Carp;FCP;Common carp;4056000;Live weight;13424970
2023;DE;Germany;Freshwater fish;Other freshwater fish;FPE;European perch;8800;Live weight;83070
2023;DE;Germany;Freshwater fish;Pike;FPI;Northern pike;44000;Live weight;364310
2023;DE;Germany;Freshwater fish;Pike-perch;FPP;Pike-perch;147800;Live weight;2201330
2023;DE;Germany;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;545000;Live weight;2179940
2023;DE;Germany;Freshwater fish;Other freshwater fish;FTE;Tench;119000;Live weight;674710
2023;DE;Germany;Salmonids;Salmon;HUC;Huchen;1800;Live weight;31920
2023;DE;Germany;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;18029000;Live weight;29746990
2023;DE;Germany;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;50000;Live weight;449990
2023;DE;Germany;Crustaceans;Shrimp, warmwater;PNV;Whiteleg shrimp;34300;Live weight;1520690
2023;DE;Germany;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;128000;Live weight;920290
2023;DE;Germany;Freshwater fish;Other freshwater fish;SRE;Rudd;27000;Live weight;156010
2023;DE;Germany;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;109000;Live weight;893770
2023;DE;Germany;Salmonids;Trout;SVF;Brook trout;324000;Live weight;2271170
2023;DE;Germany;Salmonids;Trout;TRR;Rainbow trout;7620000;Live weight;46404450
2023;DE;Germany;Salmonids;Trout;TRS;Sea trout;610000;Live weight;4355270
2023;EL;Greece;Other marine fish;Seabass, European;BSS;European seabass;44200900;Live weight;284971670
2023;EL;Greece;Other marine fish;Other marine fish;COB;Shi drum;63300;Live weight;319870
2023;EL;Greece;Crustaceans;Crab;CRA;Marine crabs nei;73400;Live weight;75810
2023;EL;Greece;Freshwater fish;Carp;FCP;Common carp;45600;Live weight;113640
2023;EL;Greece;Other marine fish;Other marine fish;MGR;Meagre;4449100;Live weight;21677420
2023;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;18008400;Live weight;11897360
2023;EL;Greece;Other marine fish;Other marine fish;MUF;Flathead grey mullet;150000;Live weight;469130
2023;EL;Greece;Other marine fish;Other marine fish;MZZ;Marine fishes nei;104700;Live weight;112640
2023;EL;Greece;Other marine fish;Seabream, other;RPG;Red porgy;6454700;Live weight;37598690
2023;EL;Greece;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;65096900;Live weight;318005400
2023;EL;Greece;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;139600;Live weight;243780
2023;EL;Greece;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;17600;Live weight;408120
2023;EL;Greece;Salmonids;Trout;TRR;Rainbow trout;2103500;Live weight;7912400
2023;HU;Hungary;Freshwater fish;Freshwater catfish;CTO;Torpedo-shaped catfishes nei;4090380;Live weight;9962170
2023;HU;Hungary;Freshwater fish;Carp;FCG;Grass carp(=White amur);562900;Live weight;1791090
2023;HU;Hungary;Freshwater fish;Carp;FCP;Common carp;11037230;Live weight;40928960
2023;HU;Hungary;Freshwater fish;Pike;FPI;Northern pike;21880;Live weight;204420
2023;HU;Hungary;Freshwater fish;Pike-perch;FPP;Pike-perch;26420;Live weight;334510
2023;HU;Hungary;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;669390;Live weight;1478000
2023;HU;Hungary;Freshwater fish;Other freshwater fish;FTE;Tench;4350;Live weight;36450
2023;HU;Hungary;Freshwater fish;Carp;HXP;Carps nei;972200;Live weight;1176260
2023;HU;Hungary;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;232550;Live weight;1587660
2023;HU;Hungary;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;155710;Live weight;1319590
2023;HU;Hungary;Salmonids;Trout;TRR;Rainbow trout;75550;Live weight;553990
2023;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;14683900;Live weight;12868630
2023;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;461630;Live weight;2860260
2023;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;7795250;Live weight;40298600
2023;IE;Ireland;Salmonids;Salmon;SAL;Atlantic salmon;9289360;Live weight;94751510
2023;IE;Ireland;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;532200;Live weight;650880
2023;IT;Italy;Salmonids;Other salmonids;ACH;Arctic char;96000;Live weight;597000
2023;IT;Italy;Other marine fish;Seabass, European;BSS;European seabass;4820900;Live weight;40476190
2023;IT;Italy;Salmonids;Other salmonids;CHR;Chars nei;10100;Live weight;66200
2023;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;21547200;Live weight;198339110
2023;IT;Italy;Crustaceans;Shrimp, miscellaneous;CPR;Common prawn;5400;Live weight;89150
2023;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;CTG;Grooved carpet shell;30000;Live weight;438550
2023;IT;Italy;Freshwater fish;Eel;ELE;European eel;271500;Live weight;4300890
2023;IT;Italy;Freshwater fish;Carp;FCC;Crucian carp;5900;Live weight;20060
2023;IT;Italy;Freshwater fish;Carp;FCP;Common carp;184400;Live weight;859390
2023;IT;Italy;Freshwater fish;Other freshwater fish;FCY;Cyprinids nei;33500;Live weight;260750
2023;IT;Italy;Freshwater fish;Other freshwater fish;FPE;European perch;500;Live weight;5500
2023;IT;Italy;Freshwater fish;Other freshwater fish;FTE;Tench;24000;Live weight;185000
2023;IT;Italy;Freshwater fish;Other freshwater fish;ITM;Black bullhead;38600;Live weight;237300
2023;IT;Italy;Freshwater fish;Freshwater catfish;ITP;Channel catfish;107300;Live weight;523320
2023;IT;Italy;Other marine fish;Other marine fish;MGR;Meagre;363000;Live weight;2704110
2023;IT;Italy;Other marine fish;Other marine fish;MGS; ;196100;Live weight;1273480
2023;IT;Italy;Freshwater fish;Other freshwater fish;MPS;Largemouth black bass;38600;Live weight;302030
2023;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;57279300;Live weight;83893550
2023;IT;Italy;Other marine fish;Other marine fish;MUL;Mullets nei;157000;Live weight;1275530
2023;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;2000;Live weight;13800
2023;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;301900;Live weight;2997950
2023;IT;Italy;Other marine fish;Other marine fish;RDM;Red drum;176000;Live weight;1716000
2023;IT;Italy;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;7482000;Live weight;58744720
2023;IT;Italy;Freshwater fish;Other freshwater fish;SBH;Striped bass, hybrid;141100;Live weight;871730
2023;IT;Italy;Other marine fish;Seabream, other;SBX;Porgies, seabreams nei;9300;Live weight;97750
2023;IT;Italy;Miscellaneous aquatic products;Seaweed and other algae;SIZ;Spirulina nei;27500;Live weight;2062500
2023;IT;Italy;Flatfish;Sole, common;SOL;Common sole;7600;Live weight;142300
2023;IT;Italy;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;1097900;Live weight;8183010
2023;IT;Italy;Freshwater fish;Carp;SVC;Silver carp;30000;Live weight;150000
2023;IT;Italy;Salmonids;Trout;SVF;Brook trout;666900;Live weight;3509850
2023;IT;Italy;Other marine fish;Seabream, other;SWA;White seabream;7100;Live weight;92750
2023;IT;Italy;Salmonids;Other salmonids;TLV;Grayling;12000;Live weight;115300
2023;IT;Italy;Salmonids;Trout;TRO;Trouts nei;315300;Live weight;1719500
2023;IT;Italy;Salmonids;Trout;TRR;Rainbow trout;34143300;Live weight;201310180
2023;IT;Italy;Salmonids;Trout;TRS;Sea trout;85100;Live weight;495390
2023;IT;Italy;Salmonids;Other salmonids;WHF;Whitefishes nei;32000;Live weight;260000
2023;LV;Latvia;Freshwater fish;Carp;FCC;Crucian carp;14600;Live weight;17130
2023;LV;Latvia;Freshwater fish;Pike;FPI;Northern pike;11500;Live weight;39700
2023;LV;Latvia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;114060;Live weight;744790
2023;LV;Latvia;Freshwater fish;Other freshwater fish;FTE;Tench;5100;Live weight;12250
2023;LV;Latvia;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;28200;Live weight;225030
2023;LT;Lithuania;Freshwater fish;Carp;BIC;Bighead carp;117530;Live weight;448260
2023;LT;Lithuania;Freshwater fish;Freshwater catfish;CLZ;North African catfish;771960;Live weight;3199870
2023;LT;Lithuania;Freshwater fish;Carp;FCC;Crucian carp;33200;Live weight;77220
2023;LT;Lithuania;Freshwater fish;Carp;FCG;Grass carp(=White amur);44320;Live weight;229660
2023;LT;Lithuania;Freshwater fish;Carp;FCP;Common carp;2144030;Live weight;8831150
2023;LT;Lithuania;Freshwater fish;Pike;FPI;Northern pike;19020;Live weight;95360
2023;LT;Lithuania;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;238720;Live weight;1622950
2023;LT;Lithuania;Freshwater fish;Other freshwater fish;FTE;Tench;15450;Live weight;118740
2023;LT;Lithuania;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;2870;Live weight;27630
2023;LT;Lithuania;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;126350;Live weight;888280
2023;LT;Lithuania;Salmonids;Trout;TRR;Rainbow trout;214350;Live weight;1103550
2023;MT;Malta;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;18623710;Live weight;188961750
2023;MT;Malta;Other marine fish;Seabass, European;BSS;European seabass;15330;Live weight;135100
2023;MT;Malta;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;2164670;Live weight;9851430
2023;NL;Netherlands;Other marine fish;Other marine fish;DIA;Diadromous fishes nei;2120000;Live weight;27198810
2023;NL;Netherlands;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;2650000;Live weight;6651310
2023;NL;Netherlands;Miscellaneous aquatic products;Seaweed and other algae;LQX;Sea belt;40000;Live weight;160000
2023;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;32501000;Live weight;55691760
2023;NL;Netherlands;Other marine fish;Other marine fish;MZZ;Marine fishes nei;2225000;Live weight;22249350
2023;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYC;Cupped oysters nei;1539800;Live weight;3875750
2023;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;99900;Live weight;684910
2023;NL;Netherlands;Miscellaneous aquatic products;Seaweed and other algae;UDP;Wakame;40000;Live weight;179990
2023;NL;Netherlands;Miscellaneous aquatic products;Seaweed and other algae;UYH;Sea lettuces nei;5000;Live weight;20000
2023;PL;Poland;Freshwater fish;Other freshwater fish;ASU;Asp;760;Live weight;3490
2023;PL;Poland;Freshwater fish;Carp;BIC;Bighead carp;460920;Live weight;1296810
2023;PL;Poland;Salmonids;Other salmonids;CHR;Chars nei;895060;Live weight;5283260
2023;PL;Poland;Freshwater fish;Freshwater catfish;CLZ;North African catfish;457000;Live weight;2520740
2023;PL;Poland;Freshwater fish;Carp;CWG;Prussian carp;196530;Live weight;550530
2023;PL;Poland;Freshwater fish;Eel;ELE;European eel;8440;Live weight;123900
2023;PL;Poland;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;1200;Live weight;2910
2023;PL;Poland;Freshwater fish;Other freshwater fish;FBU;Burbot;610;Live weight;4630
2023;PL;Poland;Freshwater fish;Carp;FCG;Grass carp(=White amur);671670;Live weight;3058890
2023;PL;Poland;Freshwater fish;Carp;FCP;Common carp;17697370;Live weight;81693730
2023;PL;Poland;Freshwater fish;Other freshwater fish;FID;Orfe(=Ide);11350;Live weight;40310
2023;PL;Poland;Freshwater fish;Other freshwater fish;FPE;European perch;5770;Live weight;26640
2023;PL;Poland;Freshwater fish;Pike;FPI;Northern pike;262320;Live weight;1850050
2023;PL;Poland;Freshwater fish;Pike-perch;FPP;Pike-perch;42930;Live weight;449740
2023;PL;Poland;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;4630;Live weight;30290
2023;PL;Poland;Freshwater fish;Other freshwater fish;FRO;Roach;47530;Live weight;121590
2023;PL;Poland;Freshwater fish;Other freshwater fish;FRX;Roaches nei;660;Live weight;1020
2023;PL;Poland;Freshwater fish;Other freshwater fish;FTE;Tench;254730;Live weight;1397700
2023;PL;Poland;Salmonids;Other salmonids;PLN;European whitefish;9200;Live weight;68430
2023;PL;Poland;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;135310;Live weight;1022120
2023;PL;Poland;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;852930;Live weight;7180340
2023;PL;Poland;Freshwater fish;Carp;SVC;Silver carp;65130;Live weight;207270
2023;PL;Poland;Salmonids;Trout;SVF;Brook trout;274080;Live weight;1530930
2023;PL;Poland;Salmonids;Trout;TRO;Trouts nei;9260;Live weight;62520
2023;PL;Poland;Salmonids;Trout;TRR;Rainbow trout;18281020;Live weight;77157010
2023;PL;Poland;Salmonids;Trout;TRS;Sea trout;20110;Live weight;203660
2023;PT;Portugal;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;109970;Live weight;1078200
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;BOY;Purple dye murex;120;Live weight;1700
2023;PT;Portugal;Other marine fish;Seabass, European;BSS;European seabass;1249310;Live weight;10130070
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;6260;Live weight;23300
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;92090;Live weight;202720
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;CTG;Grooved carpet shell;5876520;Live weight;123319810
2023;PT;Portugal;Freshwater fish;Eel;ELE;European eel;600;Live weight;10000
2023;PT;Portugal;Other marine fish;Other marine fish;MGS; ;2700;Live weight;7960
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;1317220;Live weight;1238190
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;2390;Live weight;5670
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MYV;Mytilus mussels nei;568600;Live weight;417650
2023;PT;Portugal;Flatfish;Sole, other;OAL;Senegalese sole;634360;Live weight;11463900
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;OST;Flat and cupped oysters nei;730610;Live weight;2659520
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;15000;Live weight;120000
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;1688050;Live weight;7354030
2023;PT;Portugal;Crustaceans;Shrimp, miscellaneous;PVR;Atlantic ditch shrimp;17010;Live weight;51100
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;RAE;European razor clam;4830;Live weight;28720
2023;PT;Portugal;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;2320030;Live weight;14967030
2023;PT;Portugal;Flatfish;Sole, common;SOL;Common sole;1640;Live weight;25910
2023;PT;Portugal;Other marine fish;Seabream, other;SWA;White seabream;900;Live weight;4690
2023;PT;Portugal;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;10;Live weight;1640
2023;PT;Portugal;Salmonids;Trout;TRR;Rainbow trout;173800;Live weight;629090
2023;PT;Portugal;Salmonids;Trout;TRS;Sea trout;10360;Live weight;53040
2023;PT;Portugal;Flatfish;Turbot;TUR;Turbot;3253700;Live weight;36738160
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;VNA;Golden carpet shell;2540;Live weight;2620
2023;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;VUC;Corrugated venus;209130;Live weight;1057480
2023;RO;Romania;Freshwater fish;Carp;BIC;Bighead carp;1881000;Live weight;4182790
2023;RO;Romania;Freshwater fish;Freshwater catfish;CLZ;North African catfish;71000;Live weight;287060
2023;RO;Romania;Freshwater fish;Carp;FCC;Crucian carp;875000;Live weight;2122630
2023;RO;Romania;Freshwater fish;Carp;FCG;Grass carp(=White amur);146000;Live weight;649320
2023;RO;Romania;Freshwater fish;Carp;FCP;Common carp;3061000;Live weight;13613520
2023;RO;Romania;Freshwater fish;Pike;FPI;Northern pike;27000;Live weight;163750
2023;RO;Romania;Freshwater fish;Pike-perch;FPP;Pike-perch;40000;Live weight;242590
2023;RO;Romania;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;140000;Live weight;283020
2023;RO;Romania;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;104000;Live weight;504580
2023;RO;Romania;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;225000;Live weight;2183270
2023;RO;Romania;Freshwater fish;Carp;SVC;Silver carp;1165000;Live weight;2355110
2023;RO;Romania;Salmonids;Trout;TRR;Rainbow trout;3527000;Live weight;21390020
2023;SK;Slovakia;Freshwater fish;Freshwater catfish;CLZ;North African catfish;980490;Live weight;2132190
2023;SK;Slovakia;Freshwater fish;Carp;FCP;Common carp;589080;Live weight;1924380
2023;SK;Slovakia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;136050;Live weight;735750
2023;SK;Slovakia;Salmonids;Trout;TRR;Rainbow trout;1062590;Live weight;4161840
2023;SI;Slovenia;Other marine fish;Seabass, European;BSS;European seabass;60000;Live weight;461990
2023;SI;Slovenia;Freshwater fish;Carp;FCP;Common carp;121810;Live weight;448260
2023;SI;Slovenia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;93030;Live weight;345130
2023;SI;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;187720;Live weight;251540
2023;SI;Slovenia;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;45000;Live weight;341990
2023;SI;Slovenia;Salmonids;Trout;TRR;Rainbow trout;586860;Live weight;3368600
2023;SI;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Clam;VEV;Warty venus;14000;Live weight;128800
2023;ES;Spain;Other marine fish;Other marine fish;AMB;Greater amberjack;43990;Live weight;747690
2023;ES;Spain;Freshwater fish;Other freshwater fish;APB;Siberian sturgeon;36490;Live weight;222840
2023;ES;Spain;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;10652850;Live weight;171195850
2023;ES;Spain;Other marine fish;Seabass, European;BSS;European seabass;24413290;Live weight;199767300
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;863530;Live weight;10606450
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;129450;Live weight;1362950
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;CTG;Grooved carpet shell;17140;Live weight;644960
2023;ES;Spain;Freshwater fish;Other freshwater fish;FTE;Tench;7110;Live weight;51720
2023;ES;Spain;Crustaceans;Shrimp, warmwater;KUP;Kuruma prawn;36490;Live weight;1156340
2023;ES;Spain;Other marine fish;Other marine fish;MGC;Thinlip grey mullet;13790;Live weight;48640
2023;ES;Spain;Other marine fish;Other marine fish;MGR;Meagre;7611170;Live weight;33168790
2023;ES;Spain;Other marine fish;Other marine fish;MGS; ;39920;Live weight;241480
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;MOL;Marine molluscs nei;28180;Live weight;169210
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;155741100;Live weight;125510800
2023;ES;Spain;Other marine fish;Other marine fish;MZZ;Marine fishes nei;452150;Live weight;6412560
2023;ES;Spain;Flatfish;Sole, other;OAL;Senegalese sole;713470;Live weight;8971520
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;245920;Live weight;1648300
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;1192770;Live weight;4265740
2023;ES;Spain;Crustaceans;Shrimp, miscellaneous;PVR;Atlantic ditch shrimp;309710;Live weight;1529500
2023;ES;Spain;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;13206010;Live weight;68559280
2023;ES;Spain;Other marine fish;Seabass, other;SPU;Spotted seabass;200;Live weight;310
2023;ES;Spain;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;29140;Live weight;187820
2023;ES;Spain;Other marine fish;Seabream, other;SWA;White seabream;900;Live weight;1640
2023;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;25740;Live weight;2284130
2023;ES;Spain;Crustaceans;Shrimp, warmwater;TGS;Caramote prawn;680;Live weight;19790
2023;ES;Spain;Salmonids;Trout;TRR;Rainbow trout;17514980;Live weight;78434150
2023;ES;Spain;Flatfish;Turbot;TUR;Turbot;9394650;Live weight;83510900
2023;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;ULL;Spirulina platensis;2350;Live weight;296590
2023;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;VUC;Corrugated venus;30360;Live weight;648600
2023;SE;Sweden;Crustaceans;Freshwater crayfish;AYS;Euro-American crayfishes nei;200;Live weight;6260
2023;SE;Sweden;Freshwater fish;Eel;ELE;European eel;52000;Live weight;511900
2023;SE;Sweden;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;1222000;Live weight;8201510
2023;SE;Sweden;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;1684000;Live weight;2493990
2023;SE;Sweden;Salmonids;Trout;TRR;Rainbow trout;8467000;Live weight;36318520
2023;AT;Austria;Crustaceans;Shrimp, warmwater;PEN;Penaeus shrimps nei;28950;Live weight;1740820
2023;AT;Austria;Freshwater fish;Other freshwater fish;QEU;Perches;5890;Live weight;65560
2023;AT;Austria;Salmonids;Other salmonids;SLX;Salmonoids nei;5890;Live weight;51320
2023;AT;Austria;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;36500;Live weight;352730
2023;AT;Austria;Freshwater fish;Other freshwater fish;SRE;Rudd;1850;Live weight;12070
2023;AT;Austria;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;16730;Live weight;266210
2023;AT;Austria;Freshwater fish;Carp;SVC;Silver carp;9010;Live weight;9700
2023;AT;Austria;Salmonids;Trout;SVF;Brook trout;678960;Live weight;5671550
2023;AT;Austria;Salmonids;Other salmonids;TLV;Grayling;2150;Live weight;39600
2023;AT;Austria;Salmonids;Trout;TRR;Rainbow trout;1919760;Live weight;15917960
2023;AT;Austria;Salmonids;Trout;TRS;Sea trout;554230;Live weight;4452760
2023;AT;Austria;Salmonids;Other salmonids;WHF;Whitefishes nei;2550;Live weight;32770
2023;BE;Belgium;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;261000;Live weight;1832170
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;APR;Sterlet sturgeon;1820;Live weight;13090
2023;BG;Bulgaria;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;370;Live weight;1870
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;ALR;Bleak;310;Live weight;530
2023;AT;Austria;Salmonids;Other salmonids;ACH;Arctic char;263580;Live weight;3265390
2023;AT;Austria;Freshwater fish;Freshwater catfish;CLZ;North African catfish;494310;Live weight;2941040
2023;AT;Austria;Crustaceans;Freshwater crayfish;EWA;European crayfishes nei;1110;Live weight;27610
